Date,Open,High,Low,Close,Volume,Currency
2018-01-20,0.1607069969177246,0.1648149937391281,0.1335899978876114,0.1528870016336441,1039850.0,USD
2018-01-21,0.15315799415111542,0.158160001039505,0.1290999948978424,0.1459610015153885,706660.0,USD
2018-01-22,0.1466349959373474,0.15010300278663635,0.1133740022778511,0.13048000633716583,210856.0,USD
2018-01-23,0.1302489936351776,0.1322930008172989,0.11265599727630615,0.1244020015001297,95669.0,USD
2018-01-24,0.1250160038471222,0.16367000341415405,0.1090409979224205,0.16345100104808807,3234790.0,USD
2018-01-25,0.16465799510478973,0.2897079885005951,0.1637440025806427,0.2772409915924072,5899780.0,USD
2018-01-26,0.27982598543167114,0.2838340103626251,0.2172120064496994,0.24211899936199188,1876700.0,USD
2018-01-27,0.24205200374126434,0.2421090006828308,0.2023400068283081,0.2023400068283081,692212.0,USD
2018-01-28,0.20315900444984436,0.2240609973669052,0.1708880066871643,0.22256800532341003,1499670.0,USD
2018-01-29,0.22169099748134613,0.24581299722194672,0.1499370038509369,0.16225600242614746,862254.0,USD
2018-01-30,0.16230100393295288,0.2065660059452057,0.14059799909591675,0.14155499637126923,1352170.0,USD
2018-01-31,0.14173400402069092,0.1554809957742691,0.12806999683380127,0.1551779955625534,590253.0,USD
2018-02-01,0.15733399987220764,0.15803000330924988,0.07705499976873398,0.129380002617836,1635680.0,USD
2018-02-02,0.12973900139331818,0.13581299781799316,0.09968499839305878,0.12144000083208084,601209.0,USD
2018-02-03,0.12181100249290466,0.12905600666999817,0.09299600124359131,0.1209309995174408,676084.0,USD
2018-02-04,0.12063399702310562,0.12450800091028214,0.09411600232124329,0.09411600232124329,172008.0,USD
2018-02-05,0.09350799769163132,0.10689900070428848,0.06465400010347366,0.06878600269556046,318703.0,USD
2018-02-06,0.06892699748277664,0.08092500269412994,0.05281100049614906,0.07862699776887894,450441.0,USD
2018-02-07,0.07830099761486053,0.08495000004768372,0.06649299710988998,0.07176399976015091,543525.0,USD
2018-02-08,0.07163099944591522,0.07877600193023682,0.06993100047111511,0.0755229964852333,217014.0,USD
2018-02-09,0.07558900117874146,0.08743199706077576,0.06909400224685669,0.07895399630069733,404629.0,USD
2018-02-10,0.07896599918603897,0.08900000154972076,0.0623989999294281,0.07365799695253372,596703.0,USD
2018-02-11,0.07365000247955322,0.08970999717712402,0.06342200189828873,0.07757499814033508,272091.0,USD
2018-02-12,0.0778219997882843,0.10491999983787537,0.0778219997882843,0.09773299843072891,578952.0,USD
2018-02-13,0.09782800078392029,0.10880900174379349,0.09373600035905838,0.10803999751806259,495239.0,USD
2018-02-14,0.10819099843502045,0.1357399970293045,0.10531599819660187,0.12474499642848969,1279310.0,USD
2018-02-15,0.12480100244283676,0.13658100366592407,0.1124109998345375,0.1166210025548935,280430.0,USD
2018-02-16,0.11558599770069122,0.130731001496315,0.11168400198221207,0.130731001496315,337496.0,USD
2018-02-17,0.12997199594974518,0.13741199672222137,0.11033400148153305,0.12375999987125397,319185.0,USD
2018-02-18,0.12393800169229507,0.12730099260807037,0.10007999837398529,0.10513900220394135,331339.0,USD
2018-02-19,0.10492999851703644,0.11865799874067307,0.08450199663639069,0.09438399970531464,878597.0,USD
2018-02-20,0.09442199766635895,0.10264000296592712,0.08993899822235107,0.09055999666452408,490386.0,USD
2018-02-21,0.09048599749803543,0.09513799846172333,0.08679799735546112,0.08907400071620941,332908.0,USD
2018-02-22,0.0890439972281456,0.09295500069856644,0.07609499990940094,0.08054900169372559,112752.0,USD
2018-02-23,0.08052600175142288,0.09103699773550034,0.07468599826097488,0.09020999819040298,272953.0,USD
2018-02-24,0.09017200022935867,0.09030099958181381,0.07261999696493149,0.07945600152015686,506677.0,USD
2018-02-25,0.07935500144958496,0.08166699856519699,0.07607299834489822,0.07861799746751785,212851.0,USD
2018-02-26,0.07868199795484543,0.08313299715518951,0.07678099721670151,0.08009500056505203,44944.0,USD
2018-02-27,0.08021499961614609,0.08161800354719162,0.07459200173616409,0.07662799954414368,59527.0,USD
2018-02-28,0.07659199833869934,0.07659199833869934,0.05908999964594841,0.06333400309085846,2323420.0,USD
2018-03-01,0.06336600333452225,0.0663440003991127,0.061191000044345856,0.06409899890422821,186003.0,USD
2018-03-02,0.0640299990773201,0.06490299850702286,0.06186399981379509,0.06304000318050385,135119.0,USD
2018-03-03,0.06300699710845947,0.06487099826335907,0.06001099944114685,0.06410299986600876,174493.0,USD
2018-03-04,0.0640610009431839,0.06493499875068665,0.058309998363256454,0.06493499875068665,32259.0,USD
2018-03-05,0.06492599844932556,0.06577400118112564,0.05882300063967705,0.06182600185275078,165266.0,USD
2018-03-06,0.062098998576402664,0.06328900158405304,0.05571499839425087,0.056001998484134674,192303.0,USD
2018-03-07,0.055984001606702805,0.060256000608205795,0.050126999616622925,0.051982998847961426,212223.0,USD
2018-03-08,0.05197099968791008,0.05663999915122986,0.05047399923205376,0.05149000138044357,149225.0,USD
2018-03-09,0.051325999200344086,0.05164499953389168,0.04473299905657768,0.04788000136613846,360917.0,USD
2018-03-10,0.04788300022482872,0.05443299934267998,0.047600001096725464,0.04931199923157692,146304.0,USD
2018-03-11,0.04917500168085098,0.0499969981610775,0.0450190007686615,0.04902699962258339,182073.0,USD
2018-03-12,0.048948999494314194,0.05220400169491768,0.04757700115442276,0.05087300017476082,118698.0,USD
2018-03-13,0.05080600082874298,0.05086899921298027,0.04642000049352646,0.048280999064445496,44746.0,USD
2018-03-14,0.04828700050711632,0.04930900037288666,0.04234199970960617,0.043150000274181366,52675.0,USD
2018-03-15,0.0430230014026165,0.04714500159025192,0.04028899967670441,0.04521400108933449,84690.0,USD
2018-03-16,0.045194000005722046,0.045194000005722046,0.04101099818944931,0.04242999851703644,320358.0,USD
2018-03-17,0.04247799888253212,0.04247799888253212,0.0319489985704422,0.03202199935913086,215930.0,USD
2018-03-18,0.033215999603271484,0.03686000034213066,0.027938999235630035,0.033907998353242874,58985.0,USD
2018-03-19,0.033927999436855316,0.03829300031065941,0.029214000329375267,0.03491700068116188,72584.0,USD
2018-03-20,0.035162001848220825,0.0363520011305809,0.03431199863553047,0.03553900122642517,11856.0,USD
2018-03-21,0.035604000091552734,0.03813600167632103,0.03542099893093109,0.03696199879050255,66685.0,USD
2018-03-22,0.0369499996304512,0.03753599897027016,0.029619000852108,0.030327999964356422,107987.0,USD
2018-03-23,0.030327999964356422,0.03206999972462654,0.030285000801086426,0.031227000057697296,76987.0,USD
2018-03-24,0.031282998621463776,0.03466600179672241,0.029134999960660934,0.03135399892926216,101866.0,USD
2018-03-25,0.031113000586628914,0.03269900009036064,0.029707999899983406,0.030077999457716942,24667.0,USD
2018-03-26,0.030048999935388565,0.03131699934601784,0.027661999687552452,0.029248999431729317,112560.0,USD
2018-03-27,0.029231999069452286,0.02959500066936016,0.02629300020635128,0.027153000235557556,82519.0,USD
2018-03-28,0.02715500071644783,0.02906700037419796,0.026458000764250755,0.027083000168204308,61942.0,USD
2018-03-29,0.027116000652313232,0.027288999408483505,0.024139000102877617,0.02582699991762638,85472.0,USD
2018-03-30,0.02579299919307232,0.02770099975168705,0.018743999302387238,0.021683000028133392,609974.0,USD
2018-03-31,0.021772999316453934,0.024721000343561172,0.019641000777482986,0.02123199962079525,537069.0,USD
2018-04-01,0.02123500034213066,0.021942999213933945,0.018989000469446182,0.01998399943113327,549988.0,USD
2018-04-02,0.020036999136209488,0.021578999236226082,0.019936000928282738,0.02077599987387657,510528.0,USD
2018-04-03,0.02079099975526333,0.02343899942934513,0.02079099975526333,0.021524999290704727,519524.0,USD
2018-04-04,0.021526999771595,0.021526999771595,0.019511999562382698,0.019659999758005142,119491.0,USD
2018-04-05,0.01964299939572811,0.020627999678254128,0.014675999991595745,0.020594999194145203,297078.0,USD
2018-04-06,0.020509999245405197,0.020681999623775482,0.016971999779343605,0.01858999952673912,23426.0,USD
2018-04-07,0.018595999106764793,0.021139999851584435,0.018000999465584755,0.02049499936401844,24069.0,USD
2018-04-08,0.020496999844908714,0.022213000804185867,0.019398000091314316,0.021379999816417694,33599.0,USD
2018-04-09,0.021402999758720398,0.026406999677419662,0.021402999758720398,0.02380399964749813,702100.0,USD
2018-04-10,0.02383900061249733,0.02430500090122223,0.022352999076247215,0.02429400011897087,659118.0,USD
2018-04-11,0.02431900054216385,0.026475999504327774,0.02431900054216385,0.02544100023806095,607518.0,USD
2018-04-12,0.02538600005209446,0.03243999928236008,0.023448999971151352,0.031831998378038406,1005330.0,USD
2018-04-13,0.03186199814081192,0.054607000201940536,0.031838998198509216,0.03573000058531761,1747050.0,USD
2018-04-14,0.03573000058531761,0.03915699943900108,0.034272998571395874,0.034984998404979706,558823.0,USD
2018-04-15,0.03501199930906296,0.03776400163769722,0.034331999719142914,0.036343999207019806,991782.0,USD
2018-04-16,0.03620800003409386,0.03640199825167656,0.028894999995827675,0.029999999329447746,901555.0,USD
2018-04-17,0.030000999569892883,0.03486600145697594,0.02921600081026554,0.03143300116062164,916085.0,USD
2018-04-18,0.03144000098109245,0.03266799822449684,0.02943900041282177,0.030556000769138336,892854.0,USD
2018-04-19,0.030570000410079956,0.034015998244285583,0.030556000769138336,0.03374600037932396,1144250.0,USD
2018-04-20,0.03386300057172775,0.03909299895167351,0.032722000032663345,0.038743000477552414,1229970.0,USD
2018-04-21,0.03821700066328049,0.04101400077342987,0.03437799960374832,0.039351001381874084,1114370.0,USD
2018-04-22,0.03936000168323517,0.051972001791000366,0.038888998329639435,0.04623999819159508,2389060.0,USD
2018-04-23,0.04615899920463562,0.05747399851679802,0.045003000646829605,0.054634999483823776,4363700.0,USD
2018-04-24,0.05462900176644325,0.05843200162053108,0.05159899964928627,0.05548499897122383,1900110.0,USD
2018-04-25,0.054733000695705414,0.05488000065088272,0.041053999215364456,0.04510600119829178,1229120.0,USD
2018-04-26,0.04531899839639664,0.05275699868798256,0.04382399842143059,0.05206599831581116,922371.0,USD
2018-04-27,0.052101001143455505,0.05380899831652641,0.049945998936891556,0.05275699868798256,1027750.0,USD
2018-04-28,0.052616000175476074,0.05558500066399574,0.050151001662015915,0.053741998970508575,941401.0,USD
2018-04-29,0.053734999150037766,0.0676409974694252,0.05314699932932854,0.06610000133514404,2746410.0,USD
2018-04-30,0.06661400198936462,0.08698099851608276,0.064519003033638,0.07891900092363358,5766470.0,USD
2018-05-01,0.07889299839735031,0.08746100217103958,0.07163500040769577,0.08141899853944778,2727600.0,USD
2018-05-02,0.08135300129652023,0.08737999945878983,0.07612299919128418,0.08108299970626831,1239490.0,USD
